cytokine,cell
IL27,regulatory T cell
IL27,myeloid cell
IL27,microglial cell
IL27,pneumocyte
IL27,dendritic cell
IL27,T-helper 2 cell
IL27,hematopoietic stem cell
IL27,monocyte
IL27,platelet
IL27,germinal center B cell
IL27,professional antigen presenting cell
IL27,osteoclast
IL27,Tr1 cell
IL27,helper T cell
IL27,endothelial cell
IL27,Tc17 cell
IL27,"CD8-positive, alpha-beta memory T cell"
IL27,T follicular helper cell
IL27,mature NK T cell
IL27,naive T cell
IL27,osteoblast
IL27,mature B cell
IL27,mesothelial cell of pleura
IL27,cardiac muscle cell
IL27,T-helper 9 cell
IL27,eosinophil
IFNA1,leukocyte
IFNA1,"CD4-positive, alpha-beta T cell"
IL18,macrophage
IL18,T cell
IL18,natural killer cell
IL18,keratinocyte
IL18,monocyte
IL18,neutrophil
IL18,T-helper 1 cell
IL18,leukocyte
IL18,"CD4-positive, alpha-beta T cell"
IL18,T-helper 2 cell
IL18,dendritic cell
IL18,lymphocyte
IL18,endothelial cell
IL18,"CD8-positive, alpha-beta T cell"
IL18,eosinophil
IL18,osteoblast
IL18,cardiac muscle cell
IL18,articular chondrocyte
IL18,B cell
IL18,goblet cell
IL18,cytotoxic T cell
IL18,neuron
IL18,osteoclast
IL18,mature NK T cell
IL18,hepatocyte
IL18,erythrocyte
IL18,theca cell
IL18,fibroblast
IL18,chondrocyte
IL18,epithelial cell
IL18,muscle cell
IL18,Kupffer cell
IL18,"CD4-positive, alpha-beta intraepithelial T cell"
IL18,peritoneal macrophage
IL18,glial cell
IL18,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
IL18,oocyte
IL18,basophil
IL18,acinar cell
IL18,early T lineage precursor
IL18,glutamatergic neuron
IL18,multinucleated giant cell
IL18,hair follicle melanocyte
IL11,stem cell
IL11,stromal cell
IL11,fibroblast
IL11,osteoblast
IL11,platelet
IL11,megakaryocyte
IL11,osteoclast
IL11,epithelial cell
IL11,B cell
IL11,erythroid progenitor cell
IL11,vascular associated smooth muscle cell
IL11,bone marrow cell
IL11,T-helper 2 cell
IL11,macrophage
IL11,cardiac muscle cell
IL11,oligodendrocyte
IL11,chondrocyte
IL11,intestinal epithelial cell
IL11,granulocyte monocyte progenitor cell
IL11,mast cell
IL17A,T cell
IL17A,T-helper 17 cell
IL17A,"CD4-positive, alpha-beta T cell"
IL17A,neutrophil
IL17A,B cell
IL17A,macrophage
IL17A,leukocyte
IL17A,fat cell
IL17A,cardiac muscle cell
IL17A,"CD8-positive, alpha-beta T cell"
IL17A,lymphocyte
IL17A,keratinocyte
IL17A,respiratory epithelial cell
IL17A,T-helper 1 cell
IL17A,goblet cell
IL17A,eosinophil
IL17A,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
IL17A,platelet
IL17A,myeloid cell
IL17A,natural killer cell
IL17A,osteoclast
IL17A,intestinal epithelial cell
IL17A,monocyte
IL17A,fibroblast
IL17A,astrocyte
IL17A,keratocyte
IL17A,epithelial cell of lung
IL17A,cytotoxic T cell
IL17A,osteoblast
IL17A,mature neutrophil
IL17A,stromal cell
IL17A,hematopoietic stem cell
IL17A,endothelial cell
IL17A,alveolar macrophage
IL17A,T-helper 2 cell
IL17A,fetal cardiomyocyte
IL17A,retinal cell
IL17A,synovial cell
IL17A,vascular associated smooth muscle cell
IL17A,glial cell
IL17A,mesenchymal cell
IL17A,type B pancreatic cell
IL17A,cardiac fibroblast
IL17A,hepatocyte
IL17A,epithelial cell
IL17A,tendon cell
IL24,melanocyte
IL24,keratinocyte
IL24,T-helper 2 cell
IL24,lymphocyte
IL24,B cell
IL24,vascular associated smooth muscle cell
IL24,embryonic stem cell
IL24,myeloid cell
IFNB1,fibroblast
IFNB1,macrophage
IFNB1,T cell
IFNB1,monocyte
IFNB1,B cell
IFNB1,natural killer cell
IFNB1,leukocyte
IFNB1,"CD4-positive, alpha-beta T cell"
IFNB1,T-helper 17 cell
IFNB1,lymphocyte
IFNB1,neutrophil
IFNB1,astrocyte
IFNB1,T-helper 1 cell
IFNB1,glial cell
IFNB1,inflammatory macrophage
IFNB1,neuron
IFNB1,endothelial cell
IFNB1,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
IFNB1,dendritic cell
IFNB1,endothelial cell of lymphatic vessel
IFNB1,osteoclast
IFNB1,epithelial cell
IFNB1,peritoneal macrophage
IFNB1,melanocyte
IFNB1,basal cell
IFNB1,"CD8-positive, alpha-beta T cell"
IFNB1,epithelial cell of thymus
IFNB1,plasmacytoid dendritic cell
IFNB1,microglial cell
IFNB1,regulatory B cell
IFNB1,cytotoxic T cell
IFNB1,mature microglial cell
IFNB1,natural T-regulatory cell
IFNB1,myoblast
IFNB1,glomerular visceral epithelial cell
IFNB1,respiratory epithelial cell
IFNB1,smooth muscle cell
IFNB1,dopaminergic neuron
IFNA6,"CD8-positive, alpha-beta T cell"
IFNG,T cell
IFNG,"CD8-positive, alpha-beta T cell"
IFNG,natural killer cell
IFNG,"CD4-positive, alpha-beta T cell"
IFNG,macrophage
IFNG,lymphocyte
IFNG,T-helper 1 cell
IFNG,monocyte
IFNG,leukocyte
IFNG,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
IFNG,B cell
IFNG,keratinocyte
IFNG,neutrophil
IFNG,fibroblast
IFNG,dendritic cell
IFNG,peritoneal macrophage
IFNG,endothelial cell
IFNG,eosinophil
IFNG,cytotoxic T cell
IFNG,microglial cell
IFNG,hepatocyte
IFNG,memory T cell
IFNG,neuron
IFNG,gamma-delta T cell
IFNG,epithelial cell
IFNG,mature NK T cell
IFNG,T-helper 2 cell
IFNG,effector T cell
IFNG,mast cell
IFNG,Tc1 cell
IFNG,astrocyte
IFNG,mononuclear phagocyte
IFNG,"CD8-positive, alpha-beta cytotoxic T cell"
IFNG,helper T cell
IFNG,alveolar macrophage
IFNG,"CD8-positive, alpha-beta memory T cell"
IFNG,inflammatory macrophage
IFNG,hematopoietic stem cell
IFNG,cardiac muscle cell
IFNG,oligodendrocyte
IFNG,T-helper 17 cell
IFNG,osteoclast
IFNG,"CD4-positive, alpha-beta intraepithelial T cell"
IFNG,mature natural killer cell
IFNG,"CD8-positive, CD28-negative, alpha-beta regulatory T cell"
IFNG,thymocyte
IFNG,mesenchymal cell
IFNG,erythrocyte
IFNG,megakaryocyte
IFNG,platelet
IFNG,granulocyte monocyte progenitor cell
IFNG,granulocyte
IFNG,erythroid progenitor cell
IFNG,Kupffer cell
IFNG,mature neutrophil
IFNG,enterocyte
IFNG,stem cell
IFNG,endothelial cell of vascular tree
IFNG,intestinal epithelial cell
IFNG,trophoblast cell
IFNG,chondrocyte
IFNG,naive T cell
IFNG,myeloid dendritic cell
IFNG,CD4-positive helper T cell
IFNG,myoblast
IFNG,mesangial cell
IFNG,respiratory epithelial cell
IFNG,smooth muscle cell
IFNG,type B pancreatic cell
IFNG,professional antigen presenting cell
IFNG,bronchial epithelial cell
IFNG,intraepithelial lymphocyte
IFNG,keratocyte
IFNG,multinucleated giant cell
IFNG,muscle cell
IFNG,goblet cell
IFNG,conventional dendritic cell
IFNG,PP cell
IFNG,stromal cell
IFNG,dendritic epidermal T cell
IFNG,Leydig cell
IFNG,mucus secreting cell
IFNG,neuronal stem cell
IFNG,mature astrocyte
IFNG,lung endothelial cell
IFNG,follicular dendritic cell
IFNG,myeloid cell
IFNG,lens epithelial cell
IFNG,epidermal cell
IFNG,germinal center B cell
IFNG,Langerhans cell
IFNG,bladder cell
IFNG,fat cell
IFNG,reticulocyte
IFNG,dopaminergic neuron
IFNG,"CD8-positive, alpha-beta thymocyte"
IFNG,melanocyte
IFNG,epithelial cell of lung
IFNG,decidual natural killer cell
IFNG,interstitial cell of Cajal
IFNG,endothelial cell of lymphatic vessel
IFNG,bone marrow macrophage
IFNG,embryonic stem cell
IFNG,retinal pigment epithelial cell
IFNG,alternatively activated macrophage
IFNG,cholangiocyte
IFNG,sensory neuron
IFNG,osteoblast
IFNG,Clara cell
IFNG,regulatory T cell
IFNG,stellate cell
IFNG,immature B cell
IFNG,T-helper 9 cell
IFNG,skin fibroblast
IFNG,oncocyte
IFNG,vascular associated smooth muscle cell
IFNG,pericyte cell
IFNG,germ cell
IFNG,lining cell
IFNG,adipose macrophage
IFNG,Be cell
IFNG,"CD8-positive, alpha-beta regulatory T cell"
IL1A,keratinocyte
IL1A,macrophage
IL1A,monocyte
IL1A,fibroblast
IL1A,osteoclast
IL1A,endothelial cell
IL1A,neutrophil
IL1A,epithelial cell
IL1A,T cell
IL1A,hepatocyte
IL1A,Sertoli cell
IL1A,platelet
IL1A,chondrocyte
IL1A,B cell
IL1A,stem cell
IL1A,endothelial cell of vascular tree
IL1A,leukocyte
IL1A,stromal cell
IL1A,vascular associated smooth muscle cell
IL1A,cytotoxic T cell
IL1A,natural killer cell
IL1A,acinar cell
IL1A,dopaminergic neuron
IL1A,lymphocyte
IL1A,"CD4-positive, alpha-beta T cell"
IL1A,precursor B cell
IL1A,preadipocyte
IL1A,astrocyte
IL1A,hair follicle melanocyte
IL1A,stellate cell
IL1A,marrow fibroblast
IL1A,mast cell
IL1A,endothelial cell of lymphatic vessel
IL1A,Kupffer cell
IL1A,T-helper 1 cell
IL1A,helper T cell
IL1A,mesenchymal cell
HGF,epithelial cell
HGF,endothelial cell
HGF,mesenchymal cell
HGF,fibroblast
HGF,intestinal epithelial cell
HGF,stem cell
HGF,stromal cell
HGF,endothelial cell of vascular tree
HGF,melanocyte
HGF,type B pancreatic cell
HGF,neuron
HGF,neutrophil
HGF,macrophage
HGF,enteric neuron
HGF,dendritic cell
HGF,myofibroblast cell
HGF,kidney cell
HGF,osteoblast
HGF,myoblast
HGF,glomerular visceral epithelial cell
HGF,adult endothelial progenitor cell
HGF,zygote
HGF,trichogen cell
HGF,motor neuron
HGF,glomerular cell
HGF,smooth muscle myoblast
HGF,vascular associated smooth muscle cell
HGF,leukocyte
HGF,muscle cell
HGF,osteoclast
HGF,mesangial cell
HGF,hepatic stellate cell
HGF,bronchial epithelial cell
HGF,monocyte
HGF,keratinocyte
HGF,myeloid cell
HGF,enterocyte
HGF,cerebellar neuron
FGF2,endothelial cell
FGF2,neuron
FGF2,fibroblast
FGF2,osteoblast
FGF2,melanocyte
FGF2,astrocyte
FGF2,stromal cell
FGF2,smooth muscle cell
FGF2,mesenchymal cell
FGF2,myoblast
FGF2,platelet
FGF2,stem cell
FGF2,chondrocyte
FGF2,mast cell
FGF2,endothelial cell of vascular tree
FGF2,glial cell
FGF2,oligodendrocyte
FGF2,aortic endothelial cell
FGF2,keratinocyte
FGF2,osteoclast
FGF2,vascular associated smooth muscle cell
FGF2,synovial cell
FGF2,germ cell
FGF2,neuroblast (sensu Nematoda and Protostomia)
FGF2,hepatocyte
FGF2,corneal endothelial cell
FGF2,oocyte
FGF2,macrophage
FGF2,neuronal stem cell
FGF2,cardiac muscle cell
FGF2,hippocampal neuron
FGF2,preadipocyte
FGF2,leukocyte
FGF2,articular chondrocyte
FGF2,epithelial cell
FGF2,endothelial cell of lymphatic vessel
FGF2,multi fate stem cell
FGF2,acinar cell
FGF2,microglial cell
FGF2,muscle cell
FGF2,vein endothelial cell
FGF2,fat cell
FGF2,hemangioblast
FGF2,lymphocyte
FGF2,adult endothelial progenitor cell
FGF2,embryonic stem cell
FGF2,capillary endothelial cell
FGF2,cementoblast
FGF2,motor neuron
FGF2,dopaminergic neuron
FGF2,smooth muscle myoblast
FGF2,osteocyte
FGF2,bone marrow cell
FGF2,myelinating Schwann cell
FGF2,preosteoblast
FGF2,melanoblast
FGF2,crystallin accumulating cell
FGF2,ependymal cell
FGF2,hepatic stellate cell
FGF2,granulosa cell
FGF2,"CD8-positive, alpha-beta T cell"
FGF2,neuron of cerebral cortex
FGF2,skin fibroblast
FGF2,Sertoli cell
FGF2,oligodendrocyte precursor cell
FGF2,neural cell
FGF2,anterior cell
FGF2,trichogen cell
FGF2,cortical cell of adrenal gland
FGF2,endodermal cell
FGF2,mammotroph
FGF2,lens epithelial cell
FGF2,kidney cell
FGF2,sensory hair cell
FGF2,trophoblast cell
FGF2,erythrocyte
FGF2,dental pulp cell
FGF2,blood cell
FGF2,odontoblast
FGF2,pluripotent stem cell
FGF1,neuron
FGF1,endothelial cell
FGF1,fibroblast
FGF1,astrocyte
FGF1,hepatocyte
FGF1,ependymal cell
FGF1,macrophage
FGF1,preadipocyte
FGF1,hematopoietic stem cell
FGF1,neutrophil
FGF1,lens epithelial cell
FGF1,adult endothelial progenitor cell
FGF1,T cell
FGF1,osteoblast
FGF1,cardiac muscle cell
FGF1,mammary epithelial cell
FGF1,chondrocyte
FGF1,amacrine cell
FGF1,microglial cell
FGF1,fibroblast of outer membrane of prostatic capsule
IFNK,keratinocyte
IL12A,T cell
IL12A,B cell
IFNL1,mast cell
IFNL1,macrophage
IFNL1,hepatocyte
IFNL2,T cell
IFNL2,neutrophil
IFNL2,eosinophil
IFNL2,natural killer cell
IFNA2,leukocyte
IFNA2,T cell
IL19,macrophage
IL19,alternatively activated macrophage
IL19,keratinocyte
IL19,leukocyte
IL19,mature microglial cell
IL17B,fibroblast
IL17B,neutrophil
IL9,T-helper 9 cell
IL9,T cell
IL9,T-helper 2 cell
IL9,mast cell
IL9,eosinophil
IL9,B cell
IL9,leukocyte
IL9,T-helper 17 cell
IL9,keratinocyte
IL9,epithelial cell
IL9,goblet cell
IL9,"CD4-positive, alpha-beta T cell"
IL9,B-1 B cell
IL9,Tc1 cell
IL9,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
IL9,neutrophil
THPO,platelet
THPO,megakaryocyte
THPO,megakaryocyte-erythroid progenitor cell
THPO,mesenchymal cell
THPO,stem cell
THPO,hematopoietic stem cell
THPO,neuron
THPO,cardiac muscle cell
THPO,blood cell
THPO,plasma cell
THPO,mast cell
THPO,hematopoietic multipotent progenitor cell
TNFSF11,osteoclast
TNFSF11,osteoblast
TNFSF11,osteocyte
TNFSF11,hypertrophic chondrocyte
TNFSF8,neutrophil
TNFSF8,B cell
TNFSF8,"CD4-positive, alpha-beta T cell"
TNFSF8,mast cell
TNFSF8,eosinophil
TNFSF9,T cell
TNFSF9,"CD8-positive, alpha-beta T cell"
TNFSF9,"CD4-positive, alpha-beta T cell"
TNFSF9,monocyte
TNFSF9,natural killer cell
TNFSF9,B cell
TNFSF9,professional antigen presenting cell
TNFSF9,osteoclast
TNFSF9,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
TNFSF9,myeloid cell
TNFSF9,memory T cell
TNFSF9,leukocyte
TNFSF9,macrophage
TNFSF9,peritoneal macrophage
TNFSF9,lymphocyte
TNFSF9,dendritic cell
TNFSF9,regulatory T cell
TNFSF9,neutrophil
TNFSF9,T-helper 1 cell
TNFSF9,neuronal stem cell
TNF,macrophage
TNF,monocyte
TNF,T cell
TNF,endothelial cell
TNF,neutrophil
TNF,microglial cell
TNF,hepatocyte
TNF,leukocyte
TNF,mast cell
TNF,lymphocyte
TNF,fat cell
TNF,fibroblast
TNF,"CD4-positive, alpha-beta T cell"
TNF,alveolar macrophage
TNF,neuron
TNF,keratinocyte
TNF,astrocyte
TNF,osteoclast
TNF,Kupffer cell
TNF,B cell
TNF,peritoneal macrophage
TNF,dendritic cell
TNF,epithelial cell
TNF,natural killer cell
TNF,"CD8-positive, alpha-beta T cell"
TNF,cardiac muscle cell
TNF,eosinophil
TNF,synovial cell
TNF,chondrocyte
TNF,osteoblast
TNF,platelet
TNF,endothelial cell of vascular tree
TNF,mature microglial cell
TNF,glial cell
TNF,oligodendrocyte
TNF,intestinal epithelial cell
TNF,vein endothelial cell
TNF,embryonic stem cell
TNF,stromal cell
TNF,granulocyte
TNF,thymocyte
TNF,aortic endothelial cell
TNF,mature neutrophil
TNF,respiratory epithelial cell
TNF,muscle cell
TNF,preadipocyte
TNF,enterocyte
TNF,myeloid cell
TNF,myoblast
TNF,vascular associated smooth muscle cell
TNF,erythrocyte
TNF,mononuclear phagocyte
TNF,mesenchymal cell
TNF,plasmacytoid dendritic cell
TNF,alternatively activated macrophage
TNF,glomerular visceral epithelial cell
TNF,stem cell
TNF,myelinating Schwann cell
TNF,type B pancreatic cell
TNF,inflammatory macrophage
TNF,myotube
TNF,trophoblast cell
TNF,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
TNF,mesangial cell
TNF,conventional dendritic cell
TNF,Langerhans cell
TNF,epidermal cell
TNF,type II pneumocyte
TNF,splenic macrophage
TNF,classical monocyte
TNF,smooth muscle cell
TNF,bronchial epithelial cell
TNF,adult endothelial progenitor cell
TNF,cytotoxic T cell
TNF,epithelial cell of lung
TNF,common lymphoid progenitor
TNF,granulocyte monocyte progenitor cell
TNF,myeloid dendritic cell
TNF,gamma-delta T cell
TNF,neural cell
TNF,trichogen cell
TNF,cementoblast
TNF,melanocyte
TNF,skeletal muscle cell
TNF,hematopoietic stem cell
TNF,smooth muscle myoblast
TNF,dopaminergic neuron
TNF,sperm
TNF,granulosa cell
TNF,"CD14-positive, CD16-positive monocyte"
TNF,T-helper 1 cell
TNF,goblet cell
TNF,retinal ganglion cell
TNF,germ cell
TNF,Leydig cell
TNF,enucleate erythrocyte
TNF,articular chondrocyte
TNF,brown fat cell
TNF,"CD8-positive, alpha-beta cytotoxic T cell"
TNF,Sertoli cell
TNF,hippocampal neuron
TNF,pneumocyte
TNF,kidney cell
TNF,regulatory T cell
TNF,spermatocyte
TNF,pancreatic acinar cell
TNF,effector T cell
TNF,M cell
TNF,corneal epithelial cell
TNF,granule cell
TNF,T-helper 2 cell
TNF,endothelial cell of lymphatic vessel
TNF,subcutaneous fat cell
TNF,regulatory B cell
TNF,GABAergic neuron
TNF,dental pulp cell
TNF,pro-T cell
TNF,mucus secreting cell
TNF,paneth cell
TNF,multinuclear osteoclast
TNF,Purkinje cell
TNF,mesothelial cell of pleura
TNF,myometrial cell
TNF,sensory neuron
TNF,cerebellar granule cell
TNF,gingival epithelial cell
TNF,mature NK T cell
TNF,motor neuron
TNF,"CD4-positive, alpha-beta cytotoxic T cell"
TNF,B-2 B cell
TNF,acinar cell of sebaceous gland
TNF,T-helper 17 cell
TNF,naive T cell
TNF,cortical cell of adrenal gland
TNF,myeloid suppressor cell
TNF,fibrocyte
TNF,pericyte cell
TNF,plasma cell
TNF,CD1c-positive myeloid dendritic cell
TNFSF15,T cell
TNFSF15,"CD4-positive, alpha-beta T cell"
TNFSF15,"CD8-positive, alpha-beta T cell"
TNFSF15,induced T-regulatory cell
TNFSF15,natural killer cell
TNFSF15,endothelial cell
TNFSF15,T-helper 1 cell
TNFSF15,synovial cell
TNFSF15,B cell
TNFSF15,macrophage
TNFSF15,effector T cell
TNFSF15,endothelial cell of vascular tree
TNFSF15,leukocyte
TNFSF15,T-helper 9 cell
TNFSF13,T cell
TNFSF13,B cell
TNFSF14,promyelocyte
TNFSF14,macrophage
TNFSF14,T cell
TNFSF14,neutrophil
LTA,T cell
LTA,lymphocyte
LTA,B cell
LTA,stromal cell
LTA,"CD8-positive, alpha-beta T cell"
LTA,follicular dendritic cell
LTA,natural killer cell
LTA,fibroblast
LTA,plasma cell
LTA,medullary thymic epithelial cell
LTA,M cell
TNFSF4,T cell
TNFSF4,"CD4-positive, alpha-beta T cell"
TNFSF4,T-helper 2 cell
TNFSF4,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
TNFSF4,B cell
TNFSF4,eosinophil
TNFSF4,"CD8-positive, alpha-beta T cell"
KITLG,mast cell
KITLG,stem cell
KITLG,hematopoietic stem cell
KITLG,melanocyte
KITLG,melanoblast
KITLG,erythroid progenitor cell
KITLG,germ cell
KITLG,Sertoli cell
KITLG,bone marrow cell
KITLG,hepatic stellate cell
KITLG,neuronal stem cell
KITLG,granulosa cell
KITLG,keratinocyte
KITLG,mesenchymal cell
KITLG,dendritic cell
KITLG,embryonic stem cell
CXCL12,stem cell
CXCL12,stromal cell
CXCL12,mesenchymal cell
CXCL12,T cell
CXCL12,hematopoietic stem cell
CXCL12,leukocyte
CXCL12,endothelial cell
CXCL12,platelet
CXCL12,neuron
CXCL12,lymphocyte
CXCL12,adult endothelial progenitor cell
CXCL12,osteoblast
CXCL12,neutrophil
CXCL12,fibroblast
CXCL12,"CD4-positive, alpha-beta T cell"
CXCL12,interneuron
CXCL12,granule cell
CXCL12,thymocyte
CXCL12,neuroblast (sensu Nematoda and Protostomia)
CXCL12,monocyte
CXCL12,B cell
CXCL12,chondrocyte
CXCL12,astrocyte
CXCL12,type B pancreatic cell
CXCL12,myeloid cell
CXCL12,macrophage
CXCL12,megakaryocyte
CXCL12,epithelial cell
CXCL12,fibrocyte
CXCL12,neuronal stem cell
CXCL12,keratinocyte
CXCL12,neural cell
CXCL12,microglial cell
CXCL12,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
CXCL12,glial cell
CXCL12,precursor B cell
CXCL12,T-helper 1 cell
CXCL12,plasmacytoid dendritic cell
CXCL12,granulocyte
CXCL12,osteoclast
CXCL12,mast cell
CXCL12,stellate cell
CXCL12,granulosa cell
CXCL12,enterocyte
CXCL12,germ cell
CXCL12,mesothelial cell of pleura
CXCL12,myoblast
CXCL12,oligodendrocyte
CXCL12,oocyte
CXCL12,mature CD4 single-positive thymocyte
CXCL12,odontoblast
CXCL12,glomerular visceral epithelial cell
CXCL12,cardiac muscle cell
CXCL12,bone marrow cell
CXCL12,endothelial cell of artery
CXCL12,pneumocyte
CXCL12,multi fate stem cell
CXCL12,mesothelial cell of peritoneum
CXCL12,hepatocyte
CXCL12,epithelial cell of thymus
CXCL12,"CD8-positive, alpha-beta T cell"
CXCL12,endothelial cell of lymphatic vessel
TGFB3,chondrocyte
TGFB3,fibroblast
TGFB3,mesenchymal cell
TGFB3,fibrocyte
TGFB3,epithelial cell
TNFSF13B,B cell
TNFSF13B,neutrophil
TNFSF13B,T cell
TNFSF13B,T-helper 17 cell
TNFSF13B,follicular B cell
TNFSF13B,monocyte
TNFSF13B,naive B cell
RETN,fat cell
RETN,leukocyte
RETN,monocyte
RETN,endothelial cell
RETN,macrophage
RETN,preadipocyte
RETN,hematopoietic stem cell
RETN,neutrophil
RETN,platelet
RETN,adult endothelial progenitor cell
RETN,hepatocyte
RETN,sperm
RETN,vascular associated smooth muscle cell
RETN,trophoblast cell
RETN,erythrocyte
RETN,osteoblast
RETN,myoblast
RETN,aortic endothelial cell
PF4V1,endothelial cell
PDGFA,fibroblast
PDGFA,smooth muscle cell
PDGFA,oligodendrocyte
PDGFA,astrocyte
PDGFA,hepatic stellate cell
PDGFA,lens epithelial cell
PDGFA,cementoblast
PDGFA,platelet
PDGFB,pericyte cell
PDGFB,stromal cell
PDGFB,fibroblast
PDGFB,glomerular mesangial cell
PDGFB,astrocyte
PDGFB,hepatic stellate cell
PDGFB,hematopoietic stem cell
PDGFB,vascular associated smooth muscle cell
PDGFB,neuron
PDGFB,synovial cell
PF4,platelet
PF4,endothelial cell
PF4,macrophage
PF4,neutrophil
PF4,fibroblast
PF4,leukocyte
PF4,T cell
PF4,mast cell
PF4,professional antigen presenting cell
PF4,monocyte
PF4,megakaryocyte
PF4,microglial cell
PF4,neuron
PF4,stem cell
PF4,hepatic stellate cell
PF4,erythrocyte
PF4,stellate cell
PF4,hematopoietic stem cell
MIF,macrophage
MIF,leukocyte
MIF,neutrophil
MIF,lymphocyte
MIF,neuron
MIF,mature B cell
MIF,T-helper 2 cell
MIF,keratinocyte
MIF,cardiac muscle cell
MIF,neural cell
MIF,microglial cell
MIF,natural killer cell
MIF,eosinophil
LIF,embryonic stem cell
LIF,neuron
LIF,stem cell
LIF,macrophage
LIF,cardiac muscle cell
LIF,osteoclast
LIF,oligodendrocyte
LIF,neuronal stem cell
LIF,astrocyte
LIF,myoblast
LIF,Purkinje cell
LIF,oocyte
LIF,muscle cell
LIF,leukocyte
LIF,photoreceptor cell
LIF,T cell
LIF,keratinocyte
LIF,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
LIF,motor neuron
CLCF1,fibroblast
CLCF1,corticotroph
CLCF1,B cell
XCL1,T cell
XCL1,"CD4-positive, alpha-beta T cell"
XCL1,bone marrow cell
XCL1,microglial cell
XCL1,"CD8-positive, alpha-beta T cell"
CX3CL1,leukocyte
CX3CL1,neuron
CX3CL1,natural killer cell
CX3CL1,microglial cell
CX3CL1,platelet
CX3CL1,monocyte
CX3CL1,lymphocyte
CX3CL1,astrocyte
CX3CL1,T cell
CX3CL1,macrophage
CX3CL1,mesangial cell
CX3CL1,"CD4-positive, alpha-beta T cell"
CX3CL1,skeletal muscle cell
CX3CL1,endothelial cell of vascular tree
CX3CL1,osteoclast
CX3CL1,embryonic stem cell
CX3CL1,dendritic cell
CX3CL1,inflammatory macrophage
CX3CL1,plasma cell
CX3CL1,eosinophil
CX3CL1,muscle cell
TGFB1,fibroblast
TGFB1,platelet
TGFB1,T cell
TGFB1,epithelial cell
TGFB1,macrophage
TGFB1,endothelial cell
TGFB1,keratinocyte
TGFB1,hepatocyte
TGFB1,glomerular visceral epithelial cell
TGFB1,osteoblast
TGFB1,regulatory T cell
TGFB1,mast cell
TGFB1,chondrocyte
TGFB1,lymphocyte
TGFB1,"CD4-positive, alpha-beta T cell"
TGFB1,mesenchymal cell
TGFB1,mesangial cell
TGFB1,monocyte
TGFB1,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
TGFB1,stromal cell
TGFB1,astrocyte
TGFB1,microglial cell
TGFB1,cardiac fibroblast
TGFB1,osteoclast
TGFB1,B cell
TGFB1,natural killer cell
TGFB1,mesothelial cell
TGFB1,hematopoietic stem cell
TGFB1,odontoblast
TGFB1,neuron
TGFB1,stem cell
TGFB1,vascular associated smooth muscle cell
TGFB1,"CD8-positive, alpha-beta T cell"
TGFB1,neutrophil
TGFB1,endothelial cell of vascular tree
TGFB1,bone marrow cell
TGFB1,myoblast
TGFB1,smooth muscle cell
TGFB1,granulosa cell
TGFB1,hepatic stellate cell
TGFB1,leukocyte
TGFB1,bronchial epithelial cell
TGFB1,muscle cell
TGFB1,pericyte cell
TGFB1,pneumocyte
TGFB1,epithelial cell of lung
TGFB1,cardiac muscle cell
TGFB1,mammary epithelial cell
TGFB1,keratocyte
TGFB1,articular chondrocyte
TGFB1,fibrocyte
TGFB1,prostate stromal cell
TGFB1,megakaryocyte
TGFB1,alveolar macrophage
TGFB1,eosinophil
TGFB1,bladder cell
TGFB1,epithelial cell of prostate
TGFB1,myeloid cell
TGFB1,endothelial cell of lymphatic vessel
TGFB1,synovial cell
TGFB1,fat cell
TGFB1,motor neuron
TGFB1,bone cell
TGFB1,embryonic stem cell
TGFB1,fibroblast of outer membrane of prostatic capsule
TGFB1,trophoblast cell
TGFB1,skin fibroblast
TGFB1,cortical cell of adrenal gland
TGFB1,cholangiocyte
TGFB1,ameloblast
TGFB1,Leydig cell
TGFB1,basal cell
TGFB1,oocyte
TGFB1,mesothelial cell of peritoneum
TGFB1,mature natural killer cell
TGFB1,melanocyte
TGFB1,dental pulp cell
TGFB1,pro-B cell
TGFB1,promonocyte
TGFB1,nasopharyngeal epithelial cell
TGFB1,stellate cell
TGFB1,acinar cell
TGFB1,basophil progenitor cell
TGFB1,muscle fibroblast
TGFB1,cytotoxic T cell
TGFB1,gingival epithelial cell
TGFB1,type II pneumocyte
TGFB1,vein endothelial cell
TGFB1,Sertoli cell
TGFB1,Langerhans cell
TGFB1,basophil
TGFB1,dopaminergic neuron
TGFB1,respiratory epithelial cell
TGFB1,kidney cell
TGFB1,cementoblast
TGFB1,T-helper 17 cell
TGFB1,T-helper 1 cell
TGFB1,effector T cell
TGFB1,oligodendrocyte
TGFB1,myotube
TGFB1,primary sensory neuron
TGFB1,mature microglial cell
TGFB1,myelinating Schwann cell
TGFB1,goblet cell
TGFB1,naive T cell
